date,open,high,low,close,volume
2024-12-09,3402.629,3426.645,3385.959,3402.534,69490520500
2024-12-10,3490.289,3494.867,3417.765,3422.661,79466803400
2024-12-11,3416.087,3437.81,3416.087,3432.49,68154461000
2024-12-12,3432.279,3464.116,3425.976,3461.5,70009668900
2024-12-13,3442.926,3442.926,3390.754,3391.878,77746414400
2024-12-16,3390.083,3401.926,3376.536,3386.331,62557899600
2024-12-17,3381.814,3396.207,3357.769,3361.485,56894150500
2024-12-18,3371.296,3396.46,3371.296,3382.208,51252497900
2024-12-19,3355.904,3377.532,3346.469,3370.033,51390906300
2024-12-20,3364.481,3390.618,3362.819,3368.069,49096462100
2024-12-23,3367.904,3384.992,3348.277,3351.257,55674724800
2024-12-24,3353.535,3394.904,3352.947,3393.528,47199267300
2024-12-25,3395.107,3406.213,3374.011,3393.35,47131559200
2024-12-26,3389.338,3401.095,3380.255,3398.077,42217727100
2024-12-27,3397.294,3418.952,3388.322,3400.142,50048813000
2024-12-30,3395.396,3412.841,3394.965,3407.326,45526238300
2024-12-31,3406.965,3413.455,3351.763,3351.763,50273106200
2025-01-02,3347.939,3351.722,3242.087,3262.561,56137519900
2025-01-03,3267.077,3273.566,3205.776,3211.43,51759201400
2025-01-06,3209.783,3219.488,3185.463,3206.923,43097840300
2025-01-07,3203.307,3230.853,3190.461,3229.644,40966052900
2025-01-08,3218.858,3246.291,3175.725,3230.168,47286439000
2025-01-09,3220.721,3228.973,3205.91,3211.393,38294355700
2025-01-10,3211.707,3220.107,3168.524,3168.524,40366334800
2025-01-13,3148.826,3172.7,3140.978,3160.755,37274202300
2025-01-14,3165.161,3245.22,3159.432,3240.94,46921270400
2025-01-15,3234.715,3245.904,3222.236,3227.117,40472319900
2025-01-16,3239.026,3265.282,3217.097,3236.032,43065553900
2025-01-17,3226.762,3256.507,3219.773,3241.821,38359926000
2025-01-20,3256.149,3268.263,3238.121,3244.378,40333794800
2025-01-21,3256.833,3258.61,3229.069,3242.623,38458371800
2025-01-22,3235.493,3235.501,3203.38,3213.624,36481751800
2025-01-23,3237.599,3273.52,3229.572,3230.164,45824680300
2025-01-24,3222.877,3260.011,3221.712,3252.626,39865303300
2025-01-27,3256.614,3274.392,3250.601,3250.601,38746764200
2025-02-05,3270.16,3271.022,3220.279,3229.488,40638818100
2025-02-06,3226.575,3271.427,3225.846,3270.659,46084273000
2025-02-07,3269.227,3324.428,3262.509,3303.667,60055845100
2025-02-10,3308.04,3325.356,3299.243,3322.17,54658974900
2025-02-11,3323.669,3324.173,3304.444,3318.057,51194354100
2025-02-12,3312.257,3346.385,3310.39,3346.385,51343782800
2025-02-13,3343.235,3359.181,3332.483,3332.483,56863116100
2025-02-14,3328.483,3349.084,3322.529,3346.724,53233296500
2025-02-17,3355.417,3357.121,3333.195,3355.83,58954656900
2025-02-18,3348.983,3366.012,3314.301,3324.491,56267924000
2025-02-19,3320.78,3352.087,3320.581,3351.539,50291296500
2025-02-20,3347.589,3355.557,3338.034,3350.783,50435711400
2025-02-21,3356.695,3381.058,3339.026,3379.113,60819020600
2025-02-24,3374.081,3384.811,3355.869,3373.028,59818820300
2025-02-25,3345.653,3369.558,3337.845,3346.04,52757856200
2025-02-26,3351.209,3380.214,3351.209,3380.214,55399203100
2025-02-27,3378.449,3388.781,3353.571,3388.062,57581502000
2025-02-28,3374.664,3383.191,3318.716,3320.897,56831950400
2025-03-03,3328.396,3349.017,3304.593,3316.925,50241786200
2025-03-04,3300.498,3327.824,3297.53,3324.21,42999611100
2025-03-05,3324.696,3342.714,3314.148,3341.965,46095269600
2025-03-06,3353.57,3387.054,3348.684,3381.098,53999270900
2025-03-07,3373.181,3390.944,3363.929,3372.546,51766355100
2025-03-10,3373.259,3375.798,3347.186,3366.163,45038083200
2025-03-11,3335.439,3379.829,3334.831,3379.828,44846832300
2025-03-12,3385.685,3392.409,3370.22,3371.924,50219510000
2025-03-13,3371.095,3377.118,3341.118,3358.729,51901347900
2025-03-14,3361.686,3421.233,3360.606,3419.562,58266338800
2025-03-17,3430.809,3436.352,3422.462,3426.129,51568513800
2025-03-18,3434.565,3437.065,3423.301,3429.759,45491606300
2025-03-19,3424.173,3439.046,3414.593,3426.429,44031629900
2025-03-20,3425.216,3427.045,3404.662,3408.948,45163068200
2025-03-21,3401.759,3414.709,3355.84,3364.831,52086263000
2025-03-24,3364.834,3373.694,3340.238,3370.028,51331026000
2025-03-25,3370.001,3379.988,3361.046,3369.976,45635739300
2025-03-26,3365.666,3382.342,3365.666,3368.697,42853377000
2025-03-27,3362.712,3394.035,3351.174,3373.749,41477631400
2025-03-28,3372.039,3375.053,3346.081,3351.307,41228428900
2025-03-31,3343.344,3361.742,3317.738,3335.746,47257197800
2025-04-01,3340.712,3357.622,3338.779,3348.435,42258867000
2025-04-02,3344.171,3361.134,3343.116,3350.127,35012736400
2025-04-03,3319.606,3358.426,3319.606,3342.008,40051782700
2025-04-07,3193.102,3217.782,3040.693,3096.576,66219958400
2025-04-08,3094.262,3145.549,3085.123,3145.549,66224238700
2025-04-09,3110.01,3186.81,3070.078,3186.81,68479717400
2025-04-10,3227.836,3239.941,3201.571,3223.638,59120827300
2025-04-11,3219.505,3249.854,3211.35,3238.227,47553180400
2025-04-14,3251.978,3272.72,3244.733,3262.808,47137322000
2025-04-15,3260.685,3268.985,3246.337,3267.662,39666289500
2025-04-16,3267.665,3276.005,3233.791,3276.004,42953485400
2025-04-17,3261.718,3285.915,3258.145,3280.341,38201269800
2025-04-18,3270.353,3283.09,3262.392,3276.73,35883619300
2025-04-21,3273.138,3298.64,3270.013,3291.434,37930758800
2025-04-22,3289.166,3311.153,3288.332,3299.757,40316761500
2025-04-23,3308.151,3312.192,3293.063,3296.355,41163321200
2025-04-24,3295.149,3313.509,3286.236,3297.288,39284474900
2025-04-25,3300.392,3305.262,3288.755,3295.06,41104319200
2025-04-28,3292.056,3296.932,3279.877,3288.415,41066586300
2025-04-29,3281.445,3294.982,3277.627,3286.655,38896167200
2025-04-30,3284.081,3292.2,3277.55,3279.031,43579433500
2025-05-06,3295.25,3316.448,3286.989,3316.114,47436961700
2025-05-07,3354.974,3356.688,3324.809,3342.665,51115960600
2025-05-08,3331.205,3359.731,3327.902,3351.996,42837776600
2025-05-09,3350.405,3351.22,3335.127,3341.999,39890919100
2025-05-12,3352.97,3372.472,3344.269,3369.245,41823991000
2025-05-13,3386.234,3386.234,3370.252,3374.871,42624070000
2025-05-14,3374.235,3417.314,3368.078,3403.948,46493444100
2025-05-15,3398.427,3402.866,3378.021,3380.821,42410091600
2025-05-16,3374.706,3380.29,3356.661,3367.462,39540103000
2025-05-19,3365.882,3373.599,3356.648,3367.583,40307480500
2025-05-20,3371.689,3387.804,3369.963,3380.478,40554453400
2025-05-21,3380.209,3394.754,3380.209,3387.574,41249616500
2025-05-22,3381.865,3390.593,3376.233,3380.189,39421720600
2025-05-23,3376.869,3389.469,3348.372,3348.372,40022700400
2025-05-26,3346.561,3362.307,3336.355,3346.839,34756210100
2025-05-27,3346.503,3351.572,3332.49,3340.687,34407115700
2025-05-28,3341.852,3348.234,3336.727,3339.932,34155544300
2025-05-29,3340.401,3368.633,3337.415,3363.446,39323380600
2025-05-30,3358.809,3361.275,3341.648,3347.487,38560217000
2025-06-03,3340.067,3366.997,3340.067,3361.976,39806077200
2025-06-04,3363.391,3379.64,3363.391,3376.203,38649464300
2025-06-05,3378.217,3387.765,3371.146,3384.099,40625209300
2025-06-06,3384.295,3391.451,3379.764,3385.358,38012288600
2025-06-09,3388.778,3402.05,3383.074,3399.772,42734794700
2025-06-10,3402.013,3406.452,3365.667,3384.816,48161856800
2025-06-11,3385.457,3413.513,3385.457,3402.316,42409031300
2025-06-12,3397.972,3408.205,3388.866,3402.658,40949061000
2025-06-13,3397.484,3401.553,3370.592,3376.996,51006522100
2025-06-16,3369.366,3389.756,3368.876,3388.729,40538327800
2025-06-17,3388.18,3393.313,3376.42,3387.405,39001244700
2025-06-18,3386.136,3391.709,3369.986,3388.809,37868489100
2025-06-19,3384.293,3386.919,3353.936,3362.108,41532765500
2025-06-20,3358.913,3370.798,3357.706,3359.895,35022366200
2025-06-23,3349.46,3389.452,3347.651,3381.582,38456139700
2025-06-24,3380.08,3423.784,3380.08,3420.566,46096380000
2025-06-25,3419.091,3459.009,3417.411,3455.974,50938406400
2025-06-26,3451.719,3462.752,3446.186,3448.453,49654107700
2025-06-27,3450.686,3462.627,3421.04,3424.227,52312943200
2025-06-30,3423.474,3447.46,3420.112,3444.426,45734804900
2025-07-01,3445.846,3459.587,3441.038,3457.747,44435673900
2025-07-02,3458.171,3461.328,3447.956,3454.792,49811677600
2025-07-03,3456.152,3463.62,3446.974,3461.151,43854346500
2025-07-04,3459.592,3497.225,3455.494,3472.319,50019521000
2025-07-07,3467.985,3474.801,3462.792,3473.127,43663134000
2025-07-08,3474.632,3499.886,3474.632,3497.475,49348477300
2025-07-09,3498.724,3512.669,3491.201,3493.05,52392008800
2025-07-10,3491.497,3526.59,3491.497,3509.682,56415980500
2025-07-11,3511.366,3555.218,3506.799,3510.177,66418524900
2025-07-14,3513.252,3532.118,3513.252,3519.65,57208470500
2025-07-15,3519.805,3527.038,3483.38,3504.999,57207472600
2025-07-16,3502.899,3511.806,3489.137,3503.777,47087857800
2025-07-17,3500.372,3517.285,3499.186,3516.826,47221105600
2025-07-18,3519.475,3536.014,3518.231,3534.483,49348408800
2025-07-21,3542.816,3560.629,3542.568,3559.791,63364973600
2025-07-22,3561.632,3584.719,3547.252,3581.861,71615523000
2025-07-23,3588.878,3613.022,3577.594,3582.298,76767238800
2025-07-24,3578.912,3608.728,3577.113,3605.727,77326583500
2025-07-25,3604.451,3610.029,3586.22,3593.655,69718954900
2025-07-28,3594.231,3606.274,3582.149,3597.937,59418787700
2025-07-29,3595.81,3611.353,3585.944,3609.711,61064205800
2025-07-30,3608.354,3636.166,3593.734,3615.717,63722191600
2025-07-31,3604.696,3606.374,3562.607,3573.208,65450934900
2025-08-01,3568.261,3581.746,3550.043,3559.952,50956308000
2025-08-04,3547.163,3583.309,3547.163,3583.309,45857361800
2025-08-05,3588.808,3617.598,3586.969,3617.598,49979778000
2025-08-06,3615.808,3634.314,3613.989,3633.995,51246727300
2025-08-07,3637.781,3645.117,3622.522,3639.667,53550120200
2025-08-08,3634.855,3645.367,3625.451,3635.128,52640757200
2025-08-11,3637.053,3656.852,3629.627,3647.547,55139334800
2025-08-12,3647.963,3669.038,3647.963,3665.918,53662373900
2025-08-13,3668.658,3688.628,3666.547,3683.465,61352888400
2025-08-14,3685.522,3704.772,3662.57,3666.443,64782958700
2025-08-15,3659.815,3702.255,3658.376,3696.771,67852170300
2025-08-18,3712.495,3745.939,3702.38,3728.027,77601666900
2025-08-19,3728.485,3746.669,3718.147,3727.288,69609975000
2025-08-20,3716.685,3767.43,3704.991,3766.21,67983642600
2025-08-21,3770.676,3787.981,3757.992,3771.099,69155295900
2025-08-22,3772.277,3825.759,3772.277,3825.759,69813627700
2025-08-25,3848.163,3883.562,3839.972,3883.562,88547480200
2025-08-26,3871.471,3888.599,3859.758,3868.382,73456530500
2025-08-27,3869.612,3887.198,3800.35,3800.35,85863349900
2025-08-28,3796.711,3845.087,3761.422,3843.597,78835194700
2025-08-29,3842.823,3867.606,3839.206,3857.927,73946236600
2025-09-01,3869.746,3879.045,3853.658,3875.53,74770953600
2025-09-02,3877.086,3885.315,3828.678,3858.133,76261883300
2025-09-03,3865.286,3868.388,3794.884,3813.557,64566851000
2025-09-04,3807.757,3808.396,3732.84,3765.876,71022793300
2025-09-05,3761.88,3817.159,3745.309,3812.514,62622338000
2025-09-08,3811.669,3833.143,3803.603,3826.841,66006689800
2025-09-09,3816.657,3834.671,3791.724,3807.292,60023938000
2025-09-10,3806.584,3826.996,3794.057,3812.221,53453982500
2025-09-11,3806.056,3875.309,3796.435,3875.309,61701293000
2025-09-12,3875.507,3892.738,3866.539,3870.598,70064178400
2025-09-15,3876.097,3879.737,3855.973,3860.504,64479394400
2025-09-16,3865.98,3876.69,3838.648,3861.865,67343972300
2025-09-17,3854.073,3882.669,3848.946,3876.341,66343471300
2025-09-18,3876.059,3899.959,3800.995,3831.656,87602738900
2025-09-19,3830.444,3843.17,3811.903,3820.089,68229261300
2025-09-22,3822.01,3831.74,3806.202,3828.576,56832568600
2025-09-23,3830.138,3838.606,3774.528,3821.833,70190286800
2025-09-24,3804.483,3854.923,3804.328,3853.642,60205667000
2025-09-25,3852.431,3866.106,3840.459,3853.302,58995053100
2025-09-26,3839.855,3856.606,3828.106,3828.106,55127533500
2025-09-29,3828.166,3881.002,3809.535,3862.532,60846639900
2025-09-30,3869.705,3887.57,3866.281,3882.777,56973463100
2025-10-09,3898.307,3936.576,3885.744,3933.972,72521850100
2025-10-10,3915.475,3933.005,3886.305,3897.028,71891767300
2025-10-13,3800.106,3895.83,3800.106,3889.502,70950610100
2025-10-14,3910.783,3918.436,3851.121,3865.229,80083963100
2025-10-15,3867.536,3912.291,3857.667,3912.21,64501295500
2025-10-16,3900.683,3931.05,3899.167,3916.228,59545149100
2025-10-17,3912.04,3921.065,3835.365,3839.755,61756301800
2025-10-20,3865.552,3877.722,3850.367,3863.893,54926171200
2025-10-21,3870.749,3919.318,3868.145,3916.332,59941571300
2025-10-22,3896.074,3918.592,3893.325,3913.758,54311734400
2025-10-23,3904.159,3926.217,3877.529,3922.41,56518926400
2025-10-24,3929.115,3950.312,3928.96,3950.312,56785844300
2025-10-27,3969.22,3999.067,3963.102,3996.945,63758954500
2025-10-28,3986.891,4010.728,3976.833,3988.224,57735768400
2025-10-29,3990.266,4016.331,3986.941,4016.331,61291746600
2025-10-30,4007.821,4025.705,3984.828,3986.901,66848560900
2025-10-31,3985.064,3986.743,3951.731,3954.79,67561540600
2025-11-03,3954.078,3977.305,3937.022,3976.521,64124594500
2025-11-04,3973.458,3985.882,3938.52,3960.186,61549379200
2025-11-05,3922.584,3979.754,3922.584,3969.248,61499161800
2025-11-06,3973.349,4008.799,3973.349,4007.76,62736754700
2025-11-07,3994.317,4012.005,3993.691,3997.556,59650703400
2025-11-10,4001.794,4018.696,3990.836,4018.597,63404999300
2025-11-11,4023.877,4024.939,3991.516,4002.758,58199492100
2025-11-12,3996.565,4020.378,3980.676,4000.14,58619322800
2025-11-13,3996.514,4030.398,3994.771,4029.501,61303106100
2025-11-14,4007.126,4034.079,3990.307,3990.492,62201711800
2025-11-17,3988.556,3992.404,3958.948,3972.035,59201795000
2025-11-18,3962.444,3966.885,3926.589,3939.813,59441104600
2025-11-19,3937.92,3960.052,3930.075,3946.742,53114960100
2025-11-20,3960.699,3967.971,3927.512,3931.051,53474954000
2025-11-21,3896.665,3912.006,3834.749,3834.891,63164625100
2025-11-24,3848.657,3854.331,3816.576,3836.766,50460171600
2025-11-25,3850.571,3882.03,3845.138,3870.023,47872761100
2025-11-26,3867.429,3879.923,3861.177,3864.184,45758975500
2025-11-27,3867.197,3895.589,3864.131,3875.259,44402194700
2025-11-28,3870.944,3888.889,3856.25,3888.596,44993197300
2025-12-01,3894.213,3914.464,3890.949,3914.006,53755413300
2025-12-02,3908.456,3908.769,3888.328,3897.712,45558449400
2025-12-03,3894.156,3901.696,3869.953,3878.0,48561727000
2025-12-04,3879.742,3888.86,3859.049,3875.793,44504029000
2025-12-05,3873.121,3907.782,3863.314,3902.808,50036876800
2025-12-08,3909.226,3936.311,3904.738,3924.078,54734978900
2025-12-09,3916.509,3923.899,3902.128,3909.522,52453825600
2025-12-10,3901.128,3906.116,3876.475,3900.496,49733150400
2025-12-11,3903.895,3904.963,3862.821,3873.318,52565860000
2025-12-12,3869.413,3891.807,3850.597,3889.346,57394713000
2025-12-15,3865.402,3896.977,3863.63,3867.921,50092279000
2025-12-16,3861.515,3862.427,3815.844,3824.812,51249482700
2025-12-17,3822.509,3881.752,3817.996,3870.278,51231369200
2025-12-18,3857.257,3888.285,3856.423,3876.371,46117262500
2025-12-19,3878.227,3902.671,3871.777,3890.448,51351189300
2025-12-22,3900.535,3920.012,3900.515,3917.364,52293899200
2025-12-23,3919.106,3937.127,3910.745,3919.979,52115695200
2025-12-24,3920.347,3947.041,3912.311,3940.947,47489644700
2025-12-25,3937.72,3964.073,3936.078,3959.621,46931309300
2025-12-26,3957.833,3977.706,3945.524,3963.679,55548959200
2025-12-29,3964.651,3983.979,3956.946,3965.28,56368719700
2025-12-30,3947.871,3979.99,3947.419,3965.116,52593258800
2025-12-31,3968.726,3977.536,3955.487,3968.84,49075149000
2026-01-05,3986.972,4025.263,3983.576,4023.417,59695045500
2026-01-06,4026.016,4083.667,4025.088,4083.667,70247227000
2026-01-07,4083.843,4098.777,4069.436,4085.772,68338435200
2026-01-08,4077.715,4093.872,4067.122,4082.979,66613133700
2026-01-09,4086.762,4121.723,4083.616,4120.426,72983798500
2026-01-12,4134.893,4168.357,4119.879,4165.287,83945608900
2026-01-13,4169.704,4179.702,4126.234,4138.759,86838271700
2026-01-14,4138.645,4190.866,4103.621,4126.093,95255128900
2026-01-15,4106.224,4133.073,4096.85,4112.601,68025079100
2026-01-16,4127.063,4140.225,4091.811,4101.913,76358846500
2026-01-19,4090.719,4126.518,4090.057,4114.0,68890587000
2026-01-20,4116.366,4128.93,4080.294,4113.649,73436249600
2026-01-21,4103.529,4135.959,4103.529,4116.94,66698950700
2026-01-22,4126.072,4140.838,4109.923,4122.576,70969540900
2026-01-23,4130.108,4143.75,4120.204,4136.164,78211545400
2026-01-26,4144.778,4160.985,4124.7,4132.605,88743973100
2026-01-27,4125.216,4158.802,4101.83,4139.904,75499086900
2026-01-28,4150.215,4170.147,4138.019,4151.238,82302674800
2026-01-29,4155.919,4170.214,4138.299,4157.985,90590837100
2026-01-30,4131.993,4152.85,4064.777,4117.948,80434274600
2026-02-02,4079.708,4103.407,4013.656,4015.746,73295369800
2026-02-03,4043.906,4069.418,4002.782,4067.738,63768424900
2026-02-04,4064.677,4104.621,4062.683,4102.202,67425424400
2026-02-05,4075.025,4088.904,4048.939,4075.917,59672223600
2026-02-06,4040.299,4095.03,4029.973,4065.583,55670980100
2026-02-09,4103.54,4123.159,4093.056,4123.09,57263258200
2026-02-10,4127.766,4134.338,4117.564,4128.373,52462096900
2026-02-11,4124.428,4142.561,4122.428,4131.985,50068527800
2026-02-12,4136.99,4140.593,4124.131,4134.018,52937011600
2026-02-13,4115.924,4123.844,4079.77,4082.073,50079947200
2026-02-24,4129.134,4131.55,4105.937,4117.409,56632224900
2026-02-25,4123.781,4167.844,4122.699,4147.231,72478721400
2026-02-26,4151.068,4152.193,4127.153,4146.631,65170282600
2026-02-27,4128.897,4166.234,4128.36,4162.882,68204764600
2026-03-02,4151.801,4188.77,4131.368,4182.591,86157921800
2026-03-03,4189.408,4197.228,4116.011,4122.676,92113917000
2026-03-04,4087.632,4106.04,4055.413,4082.474,76516953100
2026-03-05,4109.777,4125.617,4090.621,4108.567,68974653500
2026-03-06,4085.895,4129.465,4085.895,4124.194,64676576000
2026-03-09,4098.699,4106.534,4052.545,4096.602,79780355600
2026-03-10,4098.587,4123.958,4098.587,4123.138,67492219400
2026-03-11,4123.666,4135.839,4112.8,4133.433,70772716900
2026-03-12,4133.2,4141.649,4103.164,4129.103,78615118200
2026-03-13,4117.574,4134.079,4086.847,4095.449,79205476400
2026-03-16,4092.249,4096.133,4048.087,4084.786,73222709800
2026-03-17,4086.295,4108.4,4049.58,4049.907,67877122400
2026-03-18,4053.305,4065.373,4023.03,4062.984,62387310200
2026-03-19,4028.542,4042.022,3994.165,4006.552,66725542200
2026-03-20,4004.573,4022.703,3955.711,3957.053,66679838700
2026-03-23,3904.951,3906.622,3794.684,3813.283,80473885000
2026-03-24,3849.631,3881.424,3807.994,3881.28,68062203900
2026-03-25,3892.269,3933.061,3891.816,3931.838,68834362600
2026-03-26,3924.962,3937.104,3880.573,3889.084,61597398100
2026-03-27,3852.094,3924.108,3852.094,3913.724,56134296300
2026-03-30,3884.277,3924.289,3872.776,3923.287,59558947900
2026-03-31,3924.067,3948.811,3891.861,3891.861,60670498300
2026-04-01,3939.566,3955.943,3929.921,3948.552,56461159800
2026-04-02,3940.799,3952.576,3900.116,3919.285,54421283500
2026-04-03,3927.592,3929.529,3871.3,3880.097,49269908200
2026-04-07,3884.151,3902.607,3875.684,3890.165,47361507600
2026-04-08,3930.251,3994.998,3926.249,3994.998,64413535200
2026-04-09,3967.63,3979.127,3955.246,3966.171,54156980100
2026-04-10,3985.464,4011.024,3979.814,3986.225,54641554100
2026-04-13,3971.199,3991.262,3966.198,3988.558,54578176800
2026-04-14,4006.727,4026.626,3992.407,4026.626,57025900300
2026-04-15,4039.471,4050.621,4020.904,4027.21,56945858900
2026-04-16,4030.138,4057.831,4028.909,4055.547,54587696700
2026-04-17,4043.381,4058.604,4038.429,4051.425,54879140600
2026-04-20,4053.375,4083.19,4051.685,4082.127,58984137900
2026-04-21,4075.845,4086.637,4062.133,4085.077,57668945000
2026-04-22,4074.813,4106.844,4074.68,4106.258,58246634600
2026-04-23,4110.788,4114.844,4070.46,4093.25,67116609200
2026-04-24,4081.033,4092.613,4061.145,4079.9,60503179800
2026-04-27,4074.811,4092.831,4071.08,4086.344,58995086700
2026-04-28,4076.143,4090.201,4062.872,4078.637,60050749800
2026-04-29,4061.822,4112.152,4061.822,4107.514,61422145100
2026-04-30,4107.297,4118.755,4100.966,4112.159,65691272800
2026-05-06,4135.451,4166.147,4129.911,4160.174,70117748000
2026-05-07,4168.447,4180.21,4163.137,4180.092,68557424900
2026-05-08,4163.854,4183.063,4154.246,4179.952,69701909400
2026-05-11,4201.347,4229.58,4186.082,4225.021,76273628700
2026-05-12,4229.283,4230.184,4199.344,4214.489,71898400200
2026-05-13,4192.315,4245.068,4192.315,4242.572,70501873900
2026-05-14,4256.157,4258.863,4177.918,4177.918,76423500400
2026-05-15,4174.175,4191.807,4114.086,4135.389,73316235700
2026-05-18,4120.14,4145.661,4108.604,4131.528,62723313700
2026-05-19,4122.961,4170.289,4107.994,4169.538,61761106700
2026-05-20,4152.698,4169.847,4139.974,4162.185,62415203500
2026-05-21,4174.377,4199.527,4074.217,4077.277,72721870100
2026-05-22,4096.172,4120.088,4067.747,4112.9,58945964400
2026-05-25,4126.338,4153.879,4119.8,4152.569,61593086100
2026-05-26,4137.32,4150.289,4104.459,4145.373,65477775600
2026-05-27,4138.805,4153.561,4077.616,4093.727,66046739900
2026-05-28,4080.304,4110.782,4055.828,4098.636,62117995000
2026-05-29,4110.521,4112.955,4055.886,4068.569,73159771000
2026-06-01,4067.158,4093.041,4045.69,4057.74,67602580600
2026-06-02,4061.463,4089.575,4032.583,4075.102,64224465600
2026-06-03,4068.341,4107.046,4059.907,4083.974,66845258300
2026-06-04,4053.67,4080.718,4043.433,4057.781,62119477400
2026-06-05,4044.829,4078.932,4015.063,4027.736,66291857700
2026-06-08,3938.709,4007.493,3927.853,3959.338,65929355500
2026-06-09,3977.539,4010.872,3955.908,4010.031,57657009000
2026-06-10,3985.124,4006.313,3963.442,3993.226,59869473900
